"Timestamp";"Elapsed Time";"Used Memory from Application (bytes)";"Used System`s RAM (MB)";"Used System`s RAM (%)";"Used System`s CPU (%)";"Battery Level";"Profiling Type"
"1663222449868";"00:01:35.179";"8187920";"2308.0";"40";"48";"97";"AUTOMATIC"
"1663222450871";"00:01:36.182";"8721600";"2309.0";"40";"50";"97";"AUTOMATIC"
"1663222451875";"00:01:37.186";"8761496";"2309.0";"40";"17";"97";"AUTOMATIC"
"1663222452878";"00:01:38.189";"8768576";"2309.0";"40";"17";"97";"AUTOMATIC"
"1663222453878";"00:01:39.189";"14120984";"2314.0";"41";"48";"97";"AUTOMATIC"
"1663222454879";"00:01:40.190";"8229032";"2309.0";"40";"48";"97";"AUTOMATIC"
"1663222455880";"00:01:41.191";"10010616";"2311.0";"40";"48";"97";"AUTOMATIC"
"1663222456882";"00:01:42.193";"9846040";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663222457886";"00:01:43.197";"9869504";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663222458888";"00:01:44.199";"9876584";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663222459888";"00:01:45.199";"8285960";"2310.0";"40";"48";"97";"AUTOMATIC"
"1663222460889";"00:01:46.200";"10035984";"2311.0";"40";"48";"97";"AUTOMATIC"
"1663222461890";"00:01:47.201";"11834608";"2313.0";"40";"48";"97";"AUTOMATIC"
"1663222462894";"00:01:48.205";"11088304";"2313.0";"40";"17";"97";"AUTOMATIC"
"1663222463898";"00:01:49.209";"11128152";"2313.0";"40";"17";"97";"AUTOMATIC"
"1663222464900";"00:01:50.211";"11135232";"2313.0";"40";"17";"97";"AUTOMATIC"
"1663222465900";"00:01:51.211";"8348152";"2310.0";"40";"48";"97";"AUTOMATIC"
"1663222466901";"00:01:52.212";"10113936";"2312.0";"40";"48";"97";"AUTOMATIC"
"1663222467901";"00:01:53.212";"11978992";"2314.0";"41";"48";"97";"AUTOMATIC"
"1663222468904";"00:01:54.215";"12496352";"2314.0";"41";"17";"97";"AUTOMATIC"
"1663222469906";"00:01:55.217";"12536200";"2314.0";"41";"17";"97";"AUTOMATIC"
"1663222470908";"00:01:56.219";"12543280";"2314.0";"41";"17";"97";"AUTOMATIC"
"1663222471908";"00:01:57.219";"10204976";"2312.0";"40";"48";"97";"AUTOMATIC"
"1663222472908";"00:01:58.219";"11938520";"2314.0";"41";"48";"97";"AUTOMATIC"
"1663222473909";"00:01:59.220";"13753400";"2316.0";"41";"48";"97";"AUTOMATIC"
"1663222474911";"00:02:00.222";"14037720";"2317.0";"41";"17";"97";"AUTOMATIC"
"1663222475913";"00:02:01.224";"14061920";"2317.0";"41";"17";"97";"AUTOMATIC"
"1663222476917";"00:02:02.228";"14069000";"2317.0";"41";"17";"97";"AUTOMATIC"
